customer_id,email,signup_date,age,gender
C101,unknown,14/11/2022,,F
C_100,unknown,2022/10/05,30,F
C101,a@mail.com,29/07/2023,,F
C101,b@mail.com,2022/09/05,25,M
C_100,b@mail.com,2022/12/21,30,
C100,b@mail.com,2022-05-22,30,
C100,unknown,2022-01-30,25,
C101,unknown,2022-11-03,30,F
C_100,a@mail.com,2023-08-16,30,
C101,a@mail.com,2023/05/22,,
C_100,unknown,2023-11-11,25,M
C100,a@mail.com,01/11/2023,,M
C100,a@mail.com,2023/03/24,,M
C100,unknown,28/04/2022,,
C_100,b@mail.com,28/11/2022,25,M
C101,unknown,20/09/2023,30,F
C_100,b@mail.com,22/05/2022,,F
C_100,a@mail.com,18/10/2023,25,M
C100,a@mail.com,2023/04/20,25,M
C100,a@mail.com,2022-07-02,25,F
C100,a@mail.com,2023-06-07,25,F
C101,a@mail.com,2022-03-06,,
C_100,b@mail.com,19/08/2023,30,F
C101,a@mail.com,27/10/2022,30,
C100,b@mail.com,2023-08-04,25,M
C_100,unknown,2023-08-22,25,F
C101,b@mail.com,20/05/2022,25,
C_100,unknown,24/05/2022,,M
C100,unknown,2022/08/31,,F
C101,unknown,2023/08/13,,F
C_100,unknown,2023-09-24,30,M
C101,a@mail.com,2022/07/01,30,F
C_100,unknown,2022/07/23,30,F
C101,b@mail.com,2023/03/27,25,
C101,unknown,2023/09/10,25,M
C_100,a@mail.com,2022/07/14,25,
C100,unknown,2023/02/13,,
C100,a@mail.com,13/08/2022,30,F
C100,unknown,30/03/2023,30,
C101,unknown,2022-10-29,30,
C_100,b@mail.com,2022/06/05,30,F
C_100,b@mail.com,2022/07/18,25,
C100,b@mail.com,2022-10-08,,
C_100,b@mail.com,2023-04-24,,
C101,b@mail.com,2023-10-31,25,M
C100,b@mail.com,10/09/2022,30,
C_100,b@mail.com,2022/09/25,25,M
C100,b@mail.com,2023/09/17,25,M
C101,a@mail.com,03/01/2023,25,M
C101,unknown,2023/11/21,25,F
C101,unknown,2023-01-12,,M
C_100,a@mail.com,2022-11-27,30,
C101,unknown,2022-01-12,30,
C101,b@mail.com,2022-07-30,25,F
C_100,unknown,23/11/2022,25,F
C101,a@mail.com,2023/11/11,30,M
C_100,unknown,2022-07-26,25,
C101,unknown,2023-09-03,,F
C101,a@mail.com,2023-10-24,,
C101,unknown,2023-03-03,,
C100,b@mail.com,2022/07/02,30,
C100,unknown,2023-04-21,30,M
C_100,b@mail.com,16/01/2023,30,M
C_100,unknown,2022/02/25,25,F
C_100,b@mail.com,18/05/2022,,M
C_100,unknown,2022/02/18,25,M
C100,a@mail.com,01/12/2023,25,M
C_100,unknown,2023/11/06,30,M
C100,a@mail.com,19/01/2022,30,
C_100,unknown,2022/11/06,,F
C_100,b@mail.com,2022/06/15,25,
C101,b@mail.com,2023-11-10,,
C_100,a@mail.com,25/03/2022,,F
C100,unknown,2023-04-23,25,M
C101,unknown,2022-03-30,30,
C101,a@mail.com,18/08/2022,25,
C101,unknown,2022/04/26,30,
C_100,b@mail.com,2022-12-27,30,M
C100,b@mail.com,2023-08-31,30,
C100,a@mail.com,2022-09-05,,M
C101,b@mail.com,2023-08-02,30,F
C100,unknown,27/12/2022,,F
C100,b@mail.com,2023-10-24,25,
C100,b@mail.com,2022/07/30,25,F
C100,unknown,25/09/2022,25,M
C_100,a@mail.com,09/08/2022,30,M
C100,a@mail.com,2022/07/13,30,M
C101,b@mail.com,01/07/2022,,M
C100,b@mail.com,29/03/2023,30,M
C100,a@mail.com,2022-05-29,25,F
C100,b@mail.com,2022/08/09,,
C100,b@mail.com,2022-05-29,25,F
C_100,a@mail.com,2022/08/22,30,
C_100,a@mail.com,2022-12-29,30,
C_100,b@mail.com,2023/06/22,30,
C101,b@mail.com,2023/02/04,,M
C100,b@mail.com,2023/10/20,,F
C101,a@mail.com,2022-06-07,25,M
C_100,a@mail.com,2023-08-22,30,
C100,a@mail.com,2022/02/12,30,
C100,unknown,2022/08/29,,
C101,b@mail.com,2022/01/26,25,F
C100,unknown,2023/03/07,25,
C101,a@mail.com,2022-11-18,30,M
C101,unknown,2022-01-09,25,F
C100,b@mail.com,13/09/2022,25,
C_100,a@mail.com,2022-09-27,,
C_100,a@mail.com,2023/09/24,25,
C101,b@mail.com,2023/01/07,,
C101,a@mail.com,2022-01-12,25,F
C100,a@mail.com,2022/06/28,30,
C101,a@mail.com,2022/07/19,,F
C_100,a@mail.com,2022/10/04,30,F
C_100,a@mail.com,16/03/2022,25,M
C_100,a@mail.com,2022-03-30,25,M
C101,b@mail.com,2023/08/18,,F
C101,unknown,2022-10-12,30,M
C_100,a@mail.com,18/06/2023,25,F
C_100,unknown,2022/02/07,25,M
C100,b@mail.com,17/03/2023,25,M
C100,a@mail.com,2023/04/17,,
C_100,b@mail.com,2022/03/18,25,
C100,unknown,2022/03/23,25,
C100,a@mail.com,30/10/2023,25,
C101,a@mail.com,04/12/2022,25,F
C100,unknown,2022-06-17,,
C101,unknown,2023-03-18,30,
C101,a@mail.com,29/05/2023,30,M
C100,unknown,02/02/2022,30,F
C_100,unknown,2023-06-25,30,M
C101,a@mail.com,2022/01/27,25,M
C100,b@mail.com,08/08/2022,,M
C_100,a@mail.com,26/10/2022,,F
C_100,b@mail.com,2022-01-17,30,
C101,unknown,18/04/2022,,F
C101,a@mail.com,2023/10/10,25,
C100,a@mail.com,2022/01/24,25,
C_100,b@mail.com,2023/04/06,,M
C_100,b@mail.com,06/11/2022,25,
C101,b@mail.com,26/10/2022,30,
C_100,b@mail.com,2022-12-18,,
C_100,b@mail.com,11/01/2022,,
C101,b@mail.com,2023-04-30,,F
C101,b@mail.com,29/12/2022,30,M
C100,a@mail.com,30/05/2023,25,
C_100,b@mail.com,2023-11-08,30,M
C100,b@mail.com,2023-08-28,,M
C_100,unknown,2022/12/01,,
C101,a@mail.com,2022-10-21,,M
C100,b@mail.com,2022/01/02,30,F
C_100,a@mail.com,27/07/2023,30,F
C101,unknown,2023-10-03,30,M
C101,a@mail.com,2023-11-03,,
C101,unknown,28/09/2023,30,M
C100,b@mail.com,24/08/2022,30,M
C100,a@mail.com,2023/04/22,25,F
C100,unknown,2023-03-27,30,F
C101,a@mail.com,2022-09-25,30,M
C100,b@mail.com,12/10/2022,,M
C101,a@mail.com,06/07/2022,,
C_100,b@mail.com,2022/12/11,25,
C100,a@mail.com,2023-05-11,,
C_100,unknown,21/05/2022,30,F
C_100,b@mail.com,2022/03/05,25,
C101,b@mail.com,2022/05/01,30,F
C101,unknown,2022/02/22,30,M
C100,b@mail.com,2023-06-27,25,F
C101,unknown,2023/01/06,30,F
C101,b@mail.com,2022-12-23,25,M
C_100,b@mail.com,2022/04/06,,F
C_100,a@mail.com,2022-01-28,30,F
C101,a@mail.com,2022-05-06,,M
C101,b@mail.com,28/07/2023,25,M
C101,b@mail.com,2022/09/01,25,
C_100,unknown,26/04/2022,25,F
C_100,unknown,18/11/2022,30,
C_100,a@mail.com,2022-02-08,,M
C101,b@mail.com,2022/05/24,30,F
C_100,b@mail.com,2022-08-14,25,M
C100,b@mail.com,2023-04-24,,F
C_100,a@mail.com,31/12/2022,,F
C_100,a@mail.com,2022/03/07,30,
C101,a@mail.com,2022-08-25,25,M
C101,b@mail.com,16/07/2022,30,M
C101,a@mail.com,2023/09/21,25,M
C101,a@mail.com,21/10/2022,25,
C100,unknown,2023/04/04,30,M
C101,a@mail.com,2022-03-06,30,F
C101,unknown,2022-04-20,30,
C_100,unknown,28/01/2023,25,F
C101,unknown,2023/11/02,25,F
C100,a@mail.com,2022-03-17,,
C_100,unknown,2023/01/27,30,
C101,a@mail.com,2023-05-22,25,F
C101,a@mail.com,29/01/2023,25,F
C_100,a@mail.com,2022/11/18,30,M
C100,unknown,17/07/2022,25,
C_100,b@mail.com,08/01/2022,30,
C101,unknown,08/10/2022,,F
C101,unknown,30/06/2023,25,
C101,b@mail.com,21/11/2023,25,F
C100,a@mail.com,20/05/2023,,F
C101,a@mail.com,2022/06/12,25,
C100,a@mail.com,2022/01/29,,M
C101,b@mail.com,06/01/2023,25,
C101,b@mail.com,2023-08-08,25,M
C100,b@mail.com,2022/11/24,30,M
C101,a@mail.com,14/10/2023,25,
C100,a@mail.com,2022/04/07,30,M
C101,unknown,2022/08/01,,
C_100,a@mail.com,2022/01/22,,M
C_100,unknown,2023-01-01,30,F
C100,b@mail.com,2023-07-11,,
C101,a@mail.com,2022-03-12,,
C101,a@mail.com,08/09/2022,25,
C_100,b@mail.com,20/02/2022,25,F
C100,a@mail.com,2022-09-04,,F
C101,a@mail.com,03/08/2023,,F
C100,unknown,2023-07-17,30,M
C101,a@mail.com,10/12/2022,30,M
C100,a@mail.com,16/01/2022,30,M
C_100,b@mail.com,28/07/2023,30,M
C100,b@mail.com,2022-03-24,30,F
C100,a@mail.com,2023-10-10,25,M
C100,b@mail.com,2022/08/12,25,M
C_100,a@mail.com,16/06/2023,,
C101,unknown,03/04/2022,25,F
C_100,b@mail.com,2022-04-05,30,M
C_100,a@mail.com,2022/11/12,30,M
C100,a@mail.com,2022-02-22,25,F
C100,a@mail.com,2022-08-18,25,M
C_100,a@mail.com,2022/05/08,30,
C101,a@mail.com,2023/10/23,,M
C_100,unknown,02/09/2023,,F
C_100,unknown,2022/09/04,30,
C_100,unknown,2022-06-23,,
C101,b@mail.com,31/07/2022,25,F
C101,b@mail.com,10/07/2023,25,M
C_100,a@mail.com,2023/08/28,30,F
C101,a@mail.com,2022/07/31,25,
C100,a@mail.com,2023/05/14,30,
C101,unknown,2023/05/21,25,F
C101,b@mail.com,2022-02-09,,
C_100,unknown,2023-09-09,25,F
C_100,a@mail.com,2023-04-25,30,M
C101,b@mail.com,2023-06-10,25,F
C101,b@mail.com,17/11/2022,25,
C101,b@mail.com,2022/09/30,30,M
C_100,b@mail.com,2023/11/22,25,F
C101,a@mail.com,2022/06/02,,F
C100,unknown,2022-07-27,30,F
C101,a@mail.com,2022/12/19,25,F
C_100,a@mail.com,2023/02/23,,
C100,b@mail.com,28/11/2022,,M
C_100,b@mail.com,2022-09-26,,M
C_100,b@mail.com,2022-07-12,30,F
C_100,unknown,2022/11/02,30,
C100,unknown,2023/03/18,25,
C_100,a@mail.com,2023-05-11,,
C_100,a@mail.com,07/01/2022,,M
C100,b@mail.com,17/09/2022,,M
C101,b@mail.com,2022-07-09,30,M
C_100,unknown,2023/01/02,25,F
C_100,b@mail.com,2023-03-28,25,F
C100,a@mail.com,2022/11/16,30,F
C100,unknown,15/08/2022,30,M
C100,a@mail.com,2023-09-02,30,F
C_100,unknown,2023-06-06,30,M
C100,b@mail.com,22/06/2022,,M
C101,b@mail.com,2023-07-23,25,F
C101,unknown,31/05/2022,30,M
C100,unknown,2022-01-02,25,F
C_100,unknown,30/03/2022,,
C100,b@mail.com,2022/01/04,25,
C100,b@mail.com,23/08/2023,30,
C_100,a@mail.com,2022/09/11,,F
C_100,b@mail.com,2022-04-08,30,F
C101,a@mail.com,2022/12/27,30,
C101,unknown,30/08/2023,25,M
C100,unknown,07/05/2023,25,
C100,unknown,2022-03-10,30,F
C100,unknown,10/02/2022,30,M
C101,unknown,2022-02-22,,F
C_100,b@mail.com,06/07/2023,30,F
C100,b@mail.com,26/06/2023,25,F
C_100,b@mail.com,2022-05-21,25,M
C101,b@mail.com,2022/12/23,,
C100,b@mail.com,2023-11-18,30,
C_100,unknown,08/10/2022,25,F
C_100,a@mail.com,29/12/2022,30,F
C101,b@mail.com,2023/02/02,,F
C100,b@mail.com,2022/08/13,25,F
C100,a@mail.com,2023/03/09,,F
C100,a@mail.com,21/11/2022,,M
C101,a@mail.com,2022/04/20,,F
C_100,b@mail.com,2023/05/20,30,M
C101,b@mail.com,2022/03/08,30,M
C_100,a@mail.com,2022/12/29,30,
C100,unknown,07/05/2023,25,
C100,unknown,2023/09/29,30,F
C_100,b@mail.com,15/09/2022,25,F
C_100,unknown,17/04/2023,25,F
C100,unknown,2023/02/22,30,M
C_100,a@mail.com,2023-10-12,,F
C100,a@mail.com,13/10/2023,,
C101,b@mail.com,02/12/2023,,F
C100,unknown,2023/05/21,25,F
C101,a@mail.com,2022/12/27,,
C101,b@mail.com,10/07/2023,25,F
C101,a@mail.com,11/05/2023,30,M
C100,unknown,26/09/2023,25,
C100,b@mail.com,2023-06-02,,F
C_100,b@mail.com,2022/10/12,30,F
C101,a@mail.com,2023/07/12,25,M
C_100,b@mail.com,2022-11-14,,M
C100,a@mail.com,2022-03-09,30,M
C101,unknown,2023/01/01,25,F
C100,b@mail.com,24/09/2022,,M
C_100,unknown,02/10/2023,25,M
C_100,a@mail.com,24/03/2022,30,M
C101,b@mail.com,2022/01/27,,
C100,b@mail.com,2023/05/16,30,
C101,a@mail.com,21/11/2022,30,M
C101,b@mail.com,2022/03/31,30,F
C101,unknown,08/08/2023,25,
C100,b@mail.com,2023-07-18,,F
C101,a@mail.com,2023/07/29,,
C100,a@mail.com,2022/05/28,30,
C_100,unknown,2022-11-27,,M
C101,unknown,18/04/2022,30,F
C_100,unknown,03/06/2022,,
C100,unknown,2022-04-16,,F
C100,a@mail.com,2023/03/18,,
C100,unknown,21/05/2023,25,M
C_100,a@mail.com,2022/04/10,,F
C_100,a@mail.com,18/06/2022,25,
C_100,unknown,22/09/2022,30,M
C100,b@mail.com,2022-04-02,,
C100,b@mail.com,19/12/2022,30,F
C100,unknown,2023-08-04,25,M
C101,b@mail.com,2023/09/05,25,
C100,a@mail.com,2022-11-25,30,F
C_100,a@mail.com,2022/12/28,25,F
C100,a@mail.com,2022/01/11,25,F
C_100,a@mail.com,2022/04/25,,M
C_100,a@mail.com,2023/02/02,,F
C_100,b@mail.com,2023-03-15,,F
C100,unknown,2022/03/29,30,
C_100,a@mail.com,2023/04/04,,
C_100,unknown,16/10/2023,30,M
C_100,a@mail.com,2022/01/03,30,M
C101,a@mail.com,14/05/2022,,M
C_100,unknown,2023-11-18,30,M
C_100,a@mail.com,2022-10-08,25,F
C100,b@mail.com,17/11/2023,30,M
C_100,a@mail.com,2022-09-29,,
C100,b@mail.com,09/04/2023,25,F
C101,b@mail.com,2022/02/14,,M
C101,b@mail.com,2023/06/25,,F
C100,b@mail.com,01/05/2023,,M
C_100,unknown,2023-05-26,30,M
C_100,unknown,2022-09-11,,M
C101,a@mail.com,2022-12-29,25,M
C100,unknown,2022-10-02,,
C101,unknown,2023/03/29,,F
C100,b@mail.com,2023-05-14,30,
C_100,a@mail.com,2022/03/18,30,
C100,a@mail.com,2023/03/11,25,F
C101,a@mail.com,2022/09/08,25,F
C100,b@mail.com,2022-02-11,25,M
C100,unknown,2023/07/09,25,M
C101,a@mail.com,16/10/2022,30,F
C100,b@mail.com,2022/11/24,,M
C101,b@mail.com,06/01/2022,25,
C_100,a@mail.com,2022-07-08,25,
C100,b@mail.com,2023-04-01,,M
C_100,unknown,2023/03/28,25,
C100,a@mail.com,2022-10-01,25,M
C100,b@mail.com,08/03/2023,,F
C101,unknown,2023-01-04,30,F
C_100,b@mail.com,2022/10/27,30,
C101,a@mail.com,2022/12/02,,M
C_100,a@mail.com,2022/04/24,25,
C_100,a@mail.com,2023/01/31,,
C100,a@mail.com,2022-07-07,25,
C100,b@mail.com,12/07/2022,,M
C100,b@mail.com,2023-02-11,30,M
C100,b@mail.com,2022/05/12,30,M
C_100,a@mail.com,25/10/2023,25,M
C101,a@mail.com,15/02/2023,25,
C_100,a@mail.com,06/04/2023,25,
C_100,unknown,19/10/2022,30,F
C100,a@mail.com,02/05/2023,,F
C100,b@mail.com,22/11/2023,30,M
C100,a@mail.com,20/03/2023,25,
C100,a@mail.com,2022/05/08,,F
C101,b@mail.com,2022-07-19,,
C_100,b@mail.com,06/08/2022,25,M
C101,a@mail.com,28/11/2023,25,
C_100,a@mail.com,2023/08/14,,
C101,unknown,08/02/2022,,
C_100,a@mail.com,2022/06/02,25,M
C101,a@mail.com,20/01/2023,25,F
C101,b@mail.com,2022-04-27,,M
C100,b@mail.com,2022/11/28,30,F
C100,b@mail.com,2023-10-22,,
C100,a@mail.com,09/04/2022,25,F
C101,b@mail.com,19/10/2022,30,F
C_100,b@mail.com,2022/10/29,25,
C_100,unknown,2023/05/10,,F
C_100,a@mail.com,2022/10/24,25,M
C_100,b@mail.com,24/10/2022,30,F
C101,b@mail.com,12/10/2023,30,M
C100,a@mail.com,14/12/2022,30,M
C_100,unknown,12/03/2023,30,
C101,a@mail.com,2022/01/23,25,
C100,a@mail.com,2022-05-08,30,F
C101,b@mail.com,13/11/2023,25,F
C101,unknown,2023/11/15,25,
C_100,b@mail.com,2022-04-26,25,F
C101,unknown,08/04/2023,,F
C101,unknown,01/03/2022,30,
C_100,b@mail.com,19/11/2022,30,M
C101,unknown,2022/07/21,25,
C101,unknown,2023/07/26,25,M
C_100,b@mail.com,2022-02-25,,M
C101,a@mail.com,2022-07-09,25,
C101,unknown,2023-07-16,25,F
C100,unknown,22/08/2023,25,
C100,b@mail.com,2022-12-07,25,M
C100,a@mail.com,2023-05-30,25,M
C_100,unknown,2023-11-27,,F
C101,unknown,2022-11-07,25,
C100,a@mail.com,15/03/2022,,
C_100,unknown,2022/04/09,25,M
C100,b@mail.com,2022-01-12,,M
C_100,a@mail.com,26/06/2022,30,
C_100,unknown,29/09/2022,,
C101,a@mail.com,2022-12-02,,F
C100,unknown,2023-10-01,25,M
C_100,b@mail.com,2023-03-25,25,
C101,a@mail.com,15/11/2023,30,F
C101,unknown,2023/10/19,25,M
C_100,b@mail.com,2022-05-02,30,
C100,b@mail.com,2023-08-25,30,M
C100,unknown,26/03/2022,,
C_100,b@mail.com,2022-04-10,,M
C101,a@mail.com,27/03/2023,,
C100,a@mail.com,02/05/2023,30,
C_100,a@mail.com,2023-03-04,30,F
C100,b@mail.com,2022-12-13,,F
C_100,unknown,2022-12-19,30,F
C101,b@mail.com,2022-10-04,,
C_100,b@mail.com,24/10/2023,30,F
C100,b@mail.com,2023-01-04,25,M
C_100,b@mail.com,2023/06/04,,M
C101,b@mail.com,2023-11-21,,
C101,b@mail.com,2023/02/24,25,
C100,a@mail.com,17/08/2023,25,M
C100,unknown,23/01/2023,30,M
C100,unknown,20/03/2023,,F
C101,unknown,18/11/2023,30,F
C101,unknown,2023-10-20,30,M
C_100,b@mail.com,2023-08-14,30,F
C100,a@mail.com,2022/05/18,30,M
C101,b@mail.com,2023/04/10,,
C100,a@mail.com,2023/08/07,25,
C101,b@mail.com,2022/04/02,,M
C101,a@mail.com,2023/05/07,30,F
C_100,b@mail.com,2022-05-29,30,F
C101,b@mail.com,22/07/2022,25,M
C101,b@mail.com,2022-03-11,30,M
C101,a@mail.com,2023/08/02,,
C_100,unknown,2023-11-14,,
C_100,b@mail.com,2022-06-14,25,F
C_100,a@mail.com,2023-05-31,25,
C100,b@mail.com,2023/01/18,25,
C_100,b@mail.com,22/11/2023,,
C100,unknown,2022/06/18,,F
C100,b@mail.com,2022/09/25,,M
C101,b@mail.com,2023/10/31,30,F
C_100,b@mail.com,2023-01-30,,F
C100,unknown,2023/08/18,30,
C_100,a@mail.com,05/12/2022,30,F
C_100,a@mail.com,2022/01/28,,
C100,b@mail.com,2022/05/31,,
C101,unknown,17/01/2023,25,
C101,a@mail.com,2023-01-30,,M
C_100,b@mail.com,29/08/2023,30,F
C101,a@mail.com,11/06/2023,25,
C101,unknown,2022/01/23,25,
C100,a@mail.com,2022-05-30,25,F
C100,b@mail.com,2022-03-08,30,M
C_100,b@mail.com,2023/06/04,30,
C_100,b@mail.com,2023/03/09,,
C100,b@mail.com,2023-06-12,25,F
C100,a@mail.com,2023/10/29,30,F
C100,b@mail.com,2023-10-20,,M
C101,a@mail.com,2022/12/11,,
C101,b@mail.com,27/05/2023,30,F
C100,b@mail.com,2022-01-27,30,F
C100,a@mail.com,30/08/2022,30,
C101,a@mail.com,20/09/2022,,M
C_100,b@mail.com,15/11/2022,30,
C101,unknown,2022-08-05,,M
C101,b@mail.com,2023-04-19,25,M
C100,unknown,2022-05-08,30,F
C100,a@mail.com,22/07/2022,30,
C101,b@mail.com,2023/07/29,25,F
C_100,unknown,2023-01-20,30,F
C101,unknown,05/04/2023,,
C101,a@mail.com,30/06/2023,25,
C100,a@mail.com,02/07/2022,30,
C101,b@mail.com,2022/03/10,30,M
C101,a@mail.com,2023-02-20,30,F
C_100,a@mail.com,04/10/2023,25,M
C101,b@mail.com,2022/03/20,,M
C101,a@mail.com,2022-07-26,,
C100,unknown,2022/03/10,,M
C100,a@mail.com,21/07/2023,,
C101,a@mail.com,2022/01/12,,M
C100,b@mail.com,2023/05/08,30,M
C_100,b@mail.com,2023-08-20,30,F
C100,unknown,05/01/2023,,
C100,b@mail.com,23/04/2023,25,F
C101,b@mail.com,2022/09/12,,
C_100,unknown,2022/12/09,25,F
C101,unknown,2023/07/08,30,M
C101,b@mail.com,2022/07/01,30,M
C101,unknown,18/06/2022,,F
C100,b@mail.com,2022-01-18,30,
C_100,a@mail.com,22/03/2023,,
C_100,a@mail.com,2022/05/11,25,
C100,unknown,07/04/2023,30,M
C100,b@mail.com,2023-05-24,25,F
C_100,unknown,08/07/2022,25,M
C_100,unknown,2023/06/08,25,
C_100,unknown,2022-10-08,,M
C_100,a@mail.com,2023-07-23,25,
C100,unknown,08/09/2023,30,M
C_100,unknown,19/10/2022,,
C_100,b@mail.com,01/02/2023,,F
C100,b@mail.com,2022-11-25,30,F
C100,b@mail.com,2023-03-10,,
C100,a@mail.com,2022/06/25,25,F
C_100,unknown,2022/12/05,25,
C101,unknown,09/12/2022,30,
C101,a@mail.com,2023-01-20,,F
C101,a@mail.com,2022/12/22,30,
C_100,b@mail.com,19/08/2022,,F
C100,b@mail.com,2023-04-15,,
C101,unknown,04/01/2022,,
C_100,a@mail.com,2022/06/28,,M
C_100,b@mail.com,2023-12-02,30,F
C101,unknown,2022/05/30,30,F
C_100,unknown,2023-07-16,,M
C101,b@mail.com,2023/10/24,25,
C_100,b@mail.com,2022/09/04,25,M
C100,a@mail.com,15/08/2023,25,
C101,b@mail.com,21/05/2022,,
C101,unknown,2022/08/16,25,M
C_100,b@mail.com,2022/03/03,25,M
C_100,unknown,2022-05-15,30,F
C_100,b@mail.com,2022/07/13,,
C101,a@mail.com,2023-02-13,25,F
C_100,a@mail.com,2023-03-13,25,F
C100,a@mail.com,2022-12-29,25,M
C101,unknown,2022-12-17,25,M
C100,unknown,2023-06-23,30,
C100,a@mail.com,2023/04/17,25,
C_100,b@mail.com,2022/10/24,,M
C_100,b@mail.com,2022-07-31,30,M
C100,a@mail.com,10/11/2023,,M
C_100,a@mail.com,13/02/2022,,F
C101,b@mail.com,2023-04-14,25,M
C_100,a@mail.com,2023-05-31,,
C101,unknown,2022/05/03,30,M
C101,b@mail.com,2023/04/05,25,M
C100,b@mail.com,2022-12-30,30,M
C_100,unknown,06/10/2022,,
C100,unknown,2023-11-24,25,
C_100,unknown,30/05/2022,25,F
C100,b@mail.com,28/06/2022,,F
C_100,b@mail.com,07/07/2023,30,
C101,unknown,2022/05/26,30,F
C100,a@mail.com,2023-03-04,25,M
C_100,unknown,28/12/2022,25,F
C100,a@mail.com,2022/05/17,25,
C100,a@mail.com,2023/01/13,,F
C100,a@mail.com,03/12/2022,30,
C100,a@mail.com,2022/11/21,30,F
C_100,b@mail.com,2022-02-09,25,
C101,a@mail.com,2022-03-21,25,M
C_100,unknown,05/10/2022,,F
C101,a@mail.com,27/07/2023,30,M
C_100,unknown,2022/06/05,,
C100,a@mail.com,2023-01-20,30,
C_100,a@mail.com,2022-04-06,25,F
C100,unknown,31/03/2022,30,
C100,b@mail.com,2022/10/20,,M
C_100,unknown,22/02/2022,30,M
C101,a@mail.com,2022-01-19,25,F
C_100,unknown,2022-06-14,25,
C100,b@mail.com,2022-02-03,30,
C101,a@mail.com,2022/12/04,30,F
C101,a@mail.com,2022-02-13,,
C_100,a@mail.com,06/11/2023,,M
C100,b@mail.com,2023-09-07,25,M
C100,unknown,29/05/2023,25,F
C_100,a@mail.com,30/03/2022,25,M
C101,unknown,12/03/2023,25,F
C100,b@mail.com,09/09/2022,,
C101,a@mail.com,2022-05-27,25,
C100,a@mail.com,2022/05/06,25,F
C_100,b@mail.com,01/03/2022,30,
C_100,b@mail.com,07/10/2022,25,M
C_100,unknown,2023-01-13,25,F
C101,a@mail.com,2022-11-18,30,
C101,a@mail.com,2023-07-20,,F
C_100,b@mail.com,2023-01-29,25,M
C_100,a@mail.com,08/04/2023,30,M
C_100,unknown,04/02/2022,30,M
C_100,unknown,2023/02/23,30,F
C100,unknown,2023-08-01,30,F
C100,b@mail.com,2023/09/16,30,M
C100,a@mail.com,2022-10-22,25,
C_100,unknown,2023-04-30,30,M
C101,b@mail.com,2023-04-22,30,F
C100,a@mail.com,2023-03-31,25,F
C101,b@mail.com,2023/06/16,,M
C101,unknown,2022/08/13,30,M
C_100,unknown,23/07/2022,30,F
C101,a@mail.com,2022/05/24,30,F
C_100,unknown,2022/04/18,30,
C100,b@mail.com,2022/05/26,30,M
C_100,b@mail.com,2023/05/12,25,M
C_100,b@mail.com,2023-11-03,,F
C_100,unknown,2023/04/27,30,
C_100,b@mail.com,2022/02/20,,M
C_100,b@mail.com,2022/06/21,,
C100,b@mail.com,2022/10/28,,
C_100,a@mail.com,25/02/2023,30,F
C101,unknown,21/08/2022,30,
C101,unknown,06/04/2023,30,
C_100,unknown,2023/06/11,,
C101,a@mail.com,2022/01/27,25,
C_100,b@mail.com,2023-03-13,30,F
C100,unknown,2023-10-15,25,F
C101,b@mail.com,2022-09-29,30,
C_100,b@mail.com,2023/02/26,25,F
C100,b@mail.com,2022/11/04,30,F
C101,a@mail.com,18/02/2022,30,M
C100,b@mail.com,2023/03/25,,M
C_100,a@mail.com,11/01/2022,30,
C100,a@mail.com,2023-08-28,25,M
C_100,a@mail.com,2023/07/25,,
C_100,unknown,2023-02-27,30,F
C100,unknown,2022-05-14,30,
C101,b@mail.com,19/04/2023,25,
C101,a@mail.com,2022-07-26,25,
C_100,unknown,2023/03/28,30,M
C_100,b@mail.com,2022-12-24,30,M
C_100,a@mail.com,2023-02-20,25,
C100,a@mail.com,2022/12/14,30,
C101,b@mail.com,2023-10-14,25,
C_100,b@mail.com,2023-03-03,30,
C101,unknown,2022-06-12,30,F
C101,b@mail.com,2022-03-24,30,F
C_100,b@mail.com,15/10/2023,,M
C100,b@mail.com,26/01/2023,30,
C100,a@mail.com,2022/02/07,25,M
C100,b@mail.com,2023-11-06,25,
C_100,a@mail.com,2023/10/25,30,
C100,unknown,25/11/2023,25,F
C101,a@mail.com,2023-06-19,25,
C100,unknown,2022-02-08,,
C101,a@mail.com,2022-01-26,30,M
C100,unknown,2023-10-15,25,
C_100,b@mail.com,2022-02-25,30,
C101,a@mail.com,06/04/2022,,M
C_100,a@mail.com,2023-08-05,30,M
C100,b@mail.com,2023-02-13,25,M
C100,a@mail.com,06/04/2023,,
C101,unknown,2022-09-28,25,
C100,a@mail.com,2022/07/22,,
C_100,a@mail.com,2023/04/22,30,
C101,a@mail.com,22/05/2022,,
C100,a@mail.com,2022/01/06,30,
C101,a@mail.com,2022-11-18,25,M
C101,b@mail.com,2023/03/29,25,
C101,b@mail.com,2022-11-26,30,
C_100,b@mail.com,2022-04-09,30,M
C100,b@mail.com,2023-10-22,,
C101,b@mail.com,11/07/2022,30,M
C_100,unknown,2022-11-17,,F
C101,a@mail.com,10/09/2023,,F
C101,a@mail.com,08/12/2022,25,M
C100,a@mail.com,24/08/2023,25,M
C100,a@mail.com,2022-01-15,25,M
C101,a@mail.com,06/09/2022,25,F
C100,a@mail.com,2022-08-17,,
C100,unknown,2022-09-16,25,
C_100,b@mail.com,2022/06/05,,F
C_100,b@mail.com,2023/06/12,,F
C_100,b@mail.com,2022/02/23,,
